order_id,date
444,2016-01-08
12787,2016-01-08
12747,2016-01-08
12737,2016-01-08
475,2016-01-08
484,2016-01-08
471,2016-01-08
474,2016-01-08
12765,2016-01-08
439,2016-01-08
497,2016-01-08
544,2016-01-09
508,2016-01-09
535,2016-01-09
543,2016-01-09
528,2016-01-09
562,2016-01-09
527,2016-01-09
14622,2016-01-09
559,2016-01-09
555,2016-01-09
539,2016-01-09
14574,2016-01-09
560,2016-01-09
504,2016-01-09
521,2016-01-09
516,2016-01-09
549,2016-01-09
14611,2016-01-09
517,2016-01-09
519,2016-01-09
512,2016-01-09
522,2016-01-09
14630,2016-01-09
536,2016-01-09
558,2016-01-09
520,2016-01-09
537,2016-01-09
541,2016-01-09
14623,2016-01-09
523,2016-01-09
556,2016-01-09
14613,2016-01-09
505,2016-01-09
534,2016-01-09
506,2016-01-09
510,2016-01-09
557,2016-01-09
14617,2016-01-09
530,2016-01-09
526,2016-01-09
529,2016-01-09
533,2016-01-09
546,2016-01-09
511,2016-01-09
553,2016-01-09
14620,2016-01-09
513,2016-01-09
540,2016-01-09
14590,2016-01-09
542,2016-01-09
525,2016-01-09
551,2016-01-09
554,2016-01-09
509,2016-01-09
561,2016-01-09
14595,2016-01-09
14621,2016-01-09
550,2016-01-09
524,2016-01-09
14607,2016-01-09
14631,2016-01-09
604,2016-01-10
580,2016-01-10
16285,2016-01-10
583,2016-01-10
591,2016-01-10
611,2016-01-10
602,2016-01-10
570,2016-01-10
603,2016-01-10
586,2016-01-10
581,2016-01-10
16249,2016-01-10
596,2016-01-10
609,2016-01-10
610,2016-01-10
613,2016-01-10
16302,2016-01-10
589,2016-01-10
16268,2016-01-10
575,2016-01-10
572,2016-01-10
569,2016-01-10
585,2016-01-10
16312,2016-01-10
565,2016-01-10
615,2016-01-10
16254,2016-01-10
628,2016-01-10
601,2016-01-10
16236,2016-01-10
621,2016-01-10
571,2016-01-10
573,2016-01-10
16260,2016-01-10
582,2016-01-10
598,2016-01-10
617,2016-01-10
16284,2016-01-10
16309,2016-01-10
622,2016-01-10
625,2016-01-10
590,2016-01-10
614,2016-01-10
568,2016-01-10
618,2016-01-10
623,2016-01-10
584,2016-01-10
587,2016-01-10
16276,2016-01-10
566,2016-01-10
574,2016-01-10
608,2016-01-10
649,2016-01-11
670,2016-01-11
677,2016-01-11
663,2016-01-11
17922,2016-01-11
667,2016-01-11
17917,2016-01-11
17916,2016-01-11
17881,2016-01-11
647,2016-01-11
636,2016-01-11
630,2016-01-11
671,2016-01-11
657,2016-01-11
652,2016-01-11
658,2016-01-11
643,2016-01-11
640,2016-01-11
635,2016-01-11
637,2016-01-11
17929,2016-01-11
17879,2016-01-11
631,2016-01-11
648,2016-01-11
676,2016-01-11
662,2016-01-11
653,2016-01-11
655,2016-01-11
645,2016-01-11
660,2016-01-11
672,2016-01-11
638,2016-01-11
669,2016-01-11
632,2016-01-11
17895,2016-01-11
17897,2016-01-11
17894,2016-01-11
654,2016-01-11
644,2016-01-11
639,2016-01-11
641,2016-01-11
651,2016-01-11
675,2016-01-11
634,2016-01-11
679,2016-01-11
17899,2016-01-11
656,2016-01-11
646,2016-01-11
642,2016-01-11
659,2016-01-11
704,2016-01-12
709,2016-01-12
684,2016-01-12
19687,2016-01-12
714,2016-01-12
720,2016-01-12
19685,2016-01-12
689,2016-01-12
19724,2016-01-12
687,2016-01-12
730,2016-01-12
690,2016-01-12
705,2016-01-12
736,2016-01-12
19704,2016-01-12
728,2016-01-12
710,2016-01-12
688,2016-01-12
732,2016-01-12
692,2016-01-12
686,2016-01-12
695,2016-01-12
721,2016-01-12
698,2016-01-12
716,2016-01-12
19679,2016-01-12
722,2016-01-12
734,2016-01-12
718,2016-01-12
691,2016-01-12
19678,2016-01-12
731,2016-01-12
699,2016-01-12
729,2016-01-12
19695,2016-01-12
682,2016-01-12
696,2016-01-12
708,2016-01-12
706,2016-01-12
715,2016-01-12
725,2016-01-12
719,2016-01-12
727,2016-01-12
703,2016-01-12
694,2016-01-12
712,2016-01-12
726,2016-01-12
702,2016-01-12
759,2016-01-13
739,2016-01-13
741,2016-01-13
760,2016-01-13
782,2016-01-13
746,2016-01-13
774,2016-01-13
765,2016-01-13
777,2016-01-13
737,2016-01-13
783,2016-01-13
764,2016-01-13
766,2016-01-13
744,2016-01-13
748,2016-01-13
781,2016-01-13
771,2016-01-13
761,2016-01-13
768,2016-01-13
779,2016-01-13
751,2016-01-13
756,2016-01-13
738,2016-01-13
784,2016-01-13
753,2016-01-13
754,2016-01-13
780,2016-01-13
752,2016-01-13
776,2016-01-13
762,2016-01-13
758,2016-01-13
747,2016-01-13
773,2016-01-13
763,2016-01-13
770,2016-01-13
778,2016-01-13
767,2016-01-13
775,2016-01-13
743,2016-01-13
769,2016-01-13
749,2016-01-13
841,2016-01-14
825,2016-01-14
787,2016-01-14
835,2016-01-14
819,2016-01-14
839,2016-01-14
801,2016-01-14
824,2016-01-14
790,2016-01-14
814,2016-01-14
844,2016-01-14
806,2016-01-14
840,2016-01-14
817,2016-01-14
792,2016-01-14
798,2016-01-14
845,2016-01-14
826,2016-01-14
834,2016-01-14
810,2016-01-14
807,2016-01-14
831,2016-01-14
822,2016-01-14
785,2016-01-14
802,2016-01-14
833,2016-01-14
811,2016-01-14
800,2016-01-14
843,2016-01-14
821,2016-01-14
823,2016-01-14
813,2016-01-14
827,2016-01-14
828,2016-01-14
830,2016-01-14
804,2016-01-14
803,2016-01-14
837,2016-01-14
788,2016-01-14
808,2016-01-14
842,2016-01-14
838,2016-01-14
809,2016-01-14
820,2016-01-14
799,2016-01-14
832,2016-01-14
846,2016-01-14
795,2016-01-14
793,2016-01-14
805,2016-01-14
812,2016-01-14
818,2016-01-14
789,2016-01-14
829,2016-01-14
794,2016-01-14
836,2016-01-14
786,2016-01-14
797,2016-01-14
887,2016-01-15
908,2016-01-15
900,2016-01-15
883,2016-01-15
891,2016-01-15
857,2016-01-15
854,2016-01-15
892,2016-01-15
877,2016-01-15
905,2016-01-15
878,2016-01-15
886,2016-01-15
856,2016-01-15
903,2016-01-15
882,2016-01-15
896,2016-01-15
884,2016-01-15
870,2016-01-15
890,2016-01-15
868,2016-01-15
852,2016-01-15
893,2016-01-15
902,2016-01-15
901,2016-01-15
861,2016-01-15
881,2016-01-15
863,2016-01-15
850,2016-01-15
885,2016-01-15
869,2016-01-15
906,2016-01-15
895,2016-01-15
871,2016-01-15
907,2016-01-15
880,2016-01-15
889,2016-01-15
873,2016-01-15
858,2016-01-15
875,2016-01-15
866,2016-01-15
904,2016-01-15
855,2016-01-15
879,2016-01-15
872,2016-01-15
864,2016-01-15
897,2016-01-15
867,2016-01-15
888,2016-01-15
853,2016-01-15
862,2016-01-15
859,2016-01-15
876,2016-01-15
847,2016-01-15
898,2016-01-15
848,2016-01-15
874,2016-01-15
899,2016-01-15
926,2016-01-16
929,2016-01-16
918,2016-01-16
969,2016-01-16
968,2016-01-16
921,2016-01-16
917,2016-01-16
966,2016-01-16
953,2016-01-16
915,2016-01-16
955,2016-01-16
934,2016-01-16
941,2016-01-16
951,2016-01-16
911,2016-01-16
920,2016-01-16
945,2016-01-16
913,2016-01-16
910,2016-01-16
946,2016-01-16
930,2016-01-16
949,2016-01-16
950,2016-01-16
959,2016-01-16
943,2016-01-16
973,2016-01-16
970,2016-01-16
971,2016-01-16
948,2016-01-16
942,2016-01-16
922,2016-01-16
932,2016-01-16
957,2016-01-16
937,2016-01-16
947,2016-01-16
967,2016-01-16
919,2016-01-16
931,2016-01-16
928,2016-01-16
933,2016-01-16
909,2016-01-16
958,2016-01-16
961,2016-01-16
925,2016-01-16
954,2016-01-16
962,2016-01-16
927,2016-01-16
944,2016-01-16
952,2016-01-16
912,2016-01-16
963,2016-01-16
924,2016-01-16
972,2016-01-16
965,2016-01-16
916,2016-01-16
914,2016-01-16
935,2016-01-16
923,2016-01-16
956,2016-01-16
979,2016-01-17
1014,2016-01-17
998,2016-01-17
1024,2016-01-17
1029,2016-01-17
992,2016-01-17
991,2016-01-17
1020,2016-01-17
986,2016-01-17
989,2016-01-17
990,2016-01-17
1027,2016-01-17
993,2016-01-17
1000,2016-01-17
983,2016-01-17
1021,2016-01-17
995,2016-01-17
1005,2016-01-17
1017,2016-01-17
1006,2016-01-17
999,2016-01-17
996,2016-01-17
977,2016-01-17
1002,2016-01-17
985,2016-01-17
1009,2016-01-17
1025,2016-01-17
1012,2016-01-17
988,2016-01-17
1030,2016-01-17
1004,2016-01-17
987,2016-01-17
1003,2016-01-17
984,2016-01-17
1008,2016-01-17
1011,2016-01-17
1022,2016-01-17
1023,2016-01-17
997,2016-01-17
976,2016-01-17
1013,2016-01-17
1019,2016-01-17
978,2016-01-17
1018,2016-01-17
982,2016-01-17
1001,2016-01-17
1026,2016-01-17
1066,2016-01-18
1070,2016-01-18
1032,2016-01-18
1072,2016-01-18
1047,2016-01-18
1048,2016-01-18
1080,2016-01-18
1059,2016-01-18
1073,2016-01-18
1077,2016-01-18
1037,2016-01-18
1062,2016-01-18
1065,2016-01-18
1075,2016-01-18
1079,2016-01-18
1069,2016-01-18
1045,2016-01-18
1031,2016-01-18
1049,2016-01-18
1036,2016-01-18
1043,2016-01-18
1041,2016-01-18
1058,2016-01-18
1068,2016-01-18
1044,2016-01-18
1046,2016-01-18
1057,2016-01-18
1033,2016-01-18
1050,2016-01-18
1052,2016-01-18
1042,2016-01-18
1074,2016-01-18
1055,2016-01-18
1081,2016-01-18
1076,2016-01-18
1038,2016-01-18
1039,2016-01-18
1060,2016-01-18
1051,2016-01-18
1064,2016-01-18
1040,2016-01-18
1054,2016-01-18
1067,2016-01-18
1061,2016-01-18
1053,2016-01-18
1063,2016-01-18
1034,2016-01-18
1129,2016-01-19
1123,2016-01-19
1086,2016-01-19
1112,2016-01-19
1120,2016-01-19
1119,2016-01-19
1099,2016-01-19
1103,2016-01-19
1125,2016-01-19
1106,2016-01-19
1114,2016-01-19
1135,2016-01-19
1116,2016-01-19
1090,2016-01-19
1113,2016-01-19
1107,2016-01-19
1084,2016-01-19
1097,2016-01-19
1101,2016-01-19
1131,2016-01-19
1127,2016-01-19
1133,2016-01-19
1104,2016-01-19
1091,2016-01-19
1126,2016-01-19
1094,2016-01-19
1102,2016-01-19
1105,2016-01-19
1137,2016-01-19
1118,2016-01-19
1128,2016-01-19
1109,2016-01-19
1095,2016-01-19
1111,2016-01-19
1136,2016-01-19
1115,2016-01-19
1089,2016-01-19
1121,2016-01-19
1098,2016-01-19
1093,2016-01-19
1092,2016-01-19
1132,2016-01-19
1108,2016-01-19
1087,2016-01-19
1122,2016-01-19
1110,2016-01-19
1082,2016-01-19
1134,2016-01-19
1185,2016-01-20
1153,2016-01-20
1147,2016-01-20
1198,2016-01-20
1173,2016-01-20
1197,2016-01-20
1170,2016-01-20
1139,2016-01-20
1178,2016-01-20
1144,2016-01-20
1200,2016-01-20
1160,2016-01-20
1166,2016-01-20
1180,2016-01-20
1149,2016-01-20
1142,2016-01-20
1157,2016-01-20
1183,2016-01-20
1165,2016-01-20
1193,2016-01-20
1169,2016-01-20
1151,2016-01-20
1156,2016-01-20
1162,2016-01-20
1143,2016-01-20
1163,2016-01-20
1171,2016-01-20
1181,2016-01-20
1189,2016-01-20
1161,2016-01-20
1158,2016-01-20
1194,2016-01-20
1148,2016-01-20
1188,2016-01-20
1190,2016-01-20
1187,2016-01-20
1141,2016-01-20
1196,2016-01-20
1176,2016-01-20
1186,2016-01-20
1164,2016-01-20
1184,2016-01-20
1179,2016-01-20
1175,2016-01-20
1152,2016-01-20
1154,2016-01-20
1167,2016-01-20
1140,2016-01-20
1155,2016-01-20
1174,2016-01-20
1201,2016-01-20
1177,2016-01-20
1195,2016-01-20
1182,2016-01-20
1145,2016-01-20
1191,2016-01-20
1192,2016-01-20
1172,2016-01-20
1150,2016-01-20
1138,2016-01-20
1207,2016-01-21
1218,2016-01-21
1246,2016-01-21
1239,2016-01-21
1235,2016-01-21
1212,2016-01-21
1236,2016-01-21
1209,2016-01-21
1223,2016-01-21
1251,2016-01-21
1224,2016-01-21
1221,2016-01-21
1248,2016-01-21
1249,2016-01-21
1252,2016-01-21
1203,2016-01-21
1213,2016-01-21
1202,2016-01-21
1238,2016-01-21
1247,2016-01-21
1206,2016-01-21
1204,2016-01-21
1226,2016-01-21
1205,2016-01-21
1215,2016-01-21
1240,2016-01-21
1210,2016-01-21
1229,2016-01-21
1241,2016-01-21
1216,2016-01-21
1220,2016-01-21
1227,2016-01-21
1230,2016-01-21
1222,2016-01-21
1217,2016-01-21
1231,2016-01-21
1228,2016-01-21
1232,2016-01-21
1237,2016-01-21
1234,2016-01-21
1208,2016-01-21
1243,2016-01-21
1250,2016-01-21
1296,2016-01-22
1282,2016-01-22
1286,2016-01-22
1311,2016-01-22
1273,2016-01-22
1283,2016-01-22
1269,2016-01-22
1291,2016-01-22
1267,2016-01-22
1316,2016-01-22
1274,2016-01-22
1288,2016-01-22
1260,2016-01-22
1272,2016-01-22
1270,2016-01-22
1276,2016-01-22
1255,2016-01-22
1258,2016-01-22
1262,2016-01-22
1304,2016-01-22
1289,2016-01-22
1299,2016-01-22
1293,2016-01-22
1307,2016-01-22
1275,2016-01-22
1310,2016-01-22
1309,2016-01-22
1313,2016-01-22
1281,2016-01-22
1261,2016-01-22
1302,2016-01-22
1294,2016-01-22
1264,2016-01-22
1254,2016-01-22
1266,2016-01-22
1257,2016-01-22
1290,2016-01-22
1317,2016-01-22
1284,2016-01-22
1268,2016-01-22
1292,2016-01-22
1303,2016-01-22
1279,2016-01-22
1263,2016-01-22
1295,2016-01-22
1287,2016-01-22
1256,2016-01-22
1312,2016-01-22
1278,2016-01-22
1259,2016-01-22
1305,2016-01-22
1306,2016-01-22
1265,2016-01-22
1285,2016-01-22
1319,2016-01-22
1308,2016-01-22
1277,2016-01-22
1380,2016-01-23
1354,2016-01-23
1387,2016-01-23
1361,2016-01-23
1334,2016-01-23
1376,2016-01-23
1378,2016-01-23
1369,2016-01-23
1370,2016-01-23
1342,2016-01-23
1374,2016-01-23
1340,2016-01-23
1331,2016-01-23
1352,2016-01-23
1389,2016-01-23
1336,2016-01-23
1362,2016-01-23
1338,2016-01-23
1372,2016-01-23
1321,2016-01-23
1359,2016-01-23
1388,2016-01-23
1322,2016-01-23
1343,2016-01-23
1339,2016-01-23
1349,2016-01-23
1347,2016-01-23
1353,2016-01-23
1384,2016-01-23
1327,2016-01-23
1368,2016-01-23
1345,2016-01-23
1323,2016-01-23
1337,2016-01-23
1365,2016-01-23
1382,2016-01-23
1373,2016-01-23
1386,2016-01-23
1326,2016-01-23
1377,2016-01-23
1350,2016-01-23
1328,2016-01-23
1363,2016-01-23
1324,2016-01-23
1385,2016-01-23
1332,2016-01-23
1371,2016-01-23
1346,2016-01-23
1335,2016-01-23
1330,2016-01-23
1379,2016-01-23
1341,2016-01-23
1360,2016-01-23
1366,2016-01-23
1329,2016-01-23
1325,2016-01-23
1344,2016-01-23
1364,2016-01-23
1358,2016-01-23
1367,2016-01-23
1333,2016-01-23
1381,2016-01-23
1356,2016-01-23
1416,2016-01-24
1414,2016-01-24
1433,2016-01-24
1393,2016-01-24
1439,2016-01-24
1419,2016-01-24
1438,2016-01-24
1404,2016-01-24
1405,2016-01-24
1435,2016-01-24
1430,2016-01-24
1415,2016-01-24
1434,2016-01-24
1391,2016-01-24
1449,2016-01-24
1426,2016-01-24
1390,2016-01-24
1444,2016-01-24
1428,2016-01-24
1427,2016-01-24
1403,2016-01-24
1447,2016-01-24
1451,2016-01-24
1395,2016-01-24
1423,2016-01-24
1448,2016-01-24
1420,2016-01-24
1446,2016-01-24
1412,2016-01-24
1406,2016-01-24
1400,2016-01-24
1398,2016-01-24
1429,2016-01-24
1402,2016-01-24
1411,2016-01-24
1436,2016-01-24
1401,2016-01-24
1421,2016-01-24
1441,2016-01-24
1450,2016-01-24
1422,2016-01-24
1410,2016-01-24
1396,2016-01-24
1431,2016-01-24
1437,2016-01-24
1425,2016-01-24
1452,2016-01-24
1442,2016-01-24
1397,2016-01-24
1424,2016-01-24
1392,2016-01-24
1413,2016-01-24
1417,2016-01-24
1418,2016-01-24
1399,2016-01-24
1409,2016-01-24
1394,2016-01-24
1408,2016-01-24
1475,2016-01-25
1487,2016-01-25
1453,2016-01-25
1459,2016-01-25
1479,2016-01-25
1496,2016-01-25
1467,2016-01-25
1493,2016-01-25
1465,2016-01-25
1474,2016-01-25
1466,2016-01-25
1473,2016-01-25
1477,2016-01-25
1491,2016-01-25
1489,2016-01-25
1454,2016-01-25
1460,2016-01-25
1470,2016-01-25
1486,2016-01-25
1472,2016-01-25
1495,2016-01-25
1488,2016-01-25
1478,2016-01-25
1462,2016-01-25
1468,2016-01-25
1480,2016-01-25
1485,2016-01-25
1458,2016-01-25
1463,2016-01-25
1464,2016-01-25
1483,2016-01-25
1461,2016-01-25
1482,2016-01-25
1510,2016-01-26
1517,2016-01-26
1551,2016-01-26
1525,2016-01-26
1499,2016-01-26
1500,2016-01-26
1543,2016-01-26
1523,2016-01-26
1550,2016-01-26
1514,2016-01-26
1541,2016-01-26
1506,2016-01-26
1539,2016-01-26
1547,2016-01-26
1509,2016-01-26
1508,2016-01-26
1519,2016-01-26
1529,2016-01-26
1533,2016-01-26
1549,2016-01-26
1548,2016-01-26
1538,2016-01-26
1507,2016-01-26
1512,2016-01-26
1522,2016-01-26
1504,2016-01-26
1532,2016-01-26
1526,2016-01-26
1511,2016-01-26
1518,2016-01-26
1527,2016-01-26
1505,2016-01-26
1515,2016-01-26
1528,2016-01-26
1537,2016-01-26
1502,2016-01-26
1501,2016-01-26
1520,2016-01-26
1521,2016-01-26
1524,2016-01-26
1534,2016-01-26
1513,2016-01-26
1530,2016-01-26
1497,2016-01-26
1536,2016-01-26
1531,2016-01-26
1498,2016-01-26
1516,2016-01-26
1535,2016-01-26
1616,2016-01-27
1579,2016-01-27
1558,2016-01-27
1588,2016-01-27
1556,2016-01-27
1599,2016-01-27
1589,2016-01-27
1597,2016-01-27
1580,2016-01-27
1603,2016-01-27
1577,2016-01-27
1610,2016-01-27
1604,2016-01-27
1590,2016-01-27
1575,2016-01-27
1564,2016-01-27
1593,2016-01-27
1612,2016-01-27
1574,2016-01-27
1595,2016-01-27
1559,2016-01-27
1594,2016-01-27
1609,2016-01-27
1578,2016-01-27
1581,2016-01-27
1570,2016-01-27
1572,2016-01-27
1552,2016-01-27
1563,2016-01-27
1555,2016-01-27
1600,2016-01-27
1557,2016-01-27
1615,2016-01-27
1586,2016-01-27
1591,2016-01-27
1584,2016-01-27
1611,2016-01-27
1582,2016-01-27
1571,2016-01-27
1569,2016-01-27
1560,2016-01-27
1567,2016-01-27
1602,2016-01-27
1605,2016-01-27
1596,2016-01-27
1617,2016-01-27
1568,2016-01-27
1585,2016-01-27
1601,2016-01-27
1562,2016-01-27
1553,2016-01-27
1607,2016-01-27
1608,2016-01-27
1592,2016-01-27
1587,2016-01-27
1613,2016-01-27
1576,2016-01-27
1583,2016-01-27
1566,2016-01-27
1636,2016-01-28
1639,2016-01-28
1646,2016-01-28
1643,2016-01-28
1629,2016-01-28
1631,2016-01-28
1623,2016-01-28
1624,2016-01-28
1655,2016-01-28
1642,2016-01-28
1625,2016-01-28
1659,2016-01-28
1651,2016-01-28
1650,2016-01-28
1641,2016-01-28
1649,2016-01-28
1633,2016-01-28
1668,2016-01-28
1652,2016-01-28
1640,2016-01-28
1635,2016-01-28
1619,2016-01-28
1665,2016-01-28
1644,2016-01-28
1664,2016-01-28
