order_id,pizza_id,quantity
20913,hawaiian_m,1.0
8435,ital_cpcllo_s,1.0
8537,ital_supr_m,1.0
20330,pepperoni_s,1.0
9944,cali_ckn_l,1.0
20246,pep_msh_pep_m,1.0
6164,soppressata_l,1.0
6905,soppressata_l,1.0
9111,classic_dlx_s,1.0
18721,the_greek_s,1.0
16875,pepperoni_m,1.0
14488,ital_cpcllo_m,1.0
10528,pepperoni_m,1.0
13665,sicilian_m,1.0
16173,napolitana_l,1.0
10695,four_cheese_l,1.0
14219,ital_cpcllo_l,1.0
9575,spin_pesto_l,1.0
20963,green_garden_m,1.0
15874,the_greek_xxl,1.0
8873,ital_supr_m,1.0
19556,spinach_supr_m,1.0
4902,pep_msh_pep_s,1.0
15444,mexicana_s,1.0
11348,mediterraneo_l,1.0
11546,mediterraneo_l,1.0
13186,prsc_argla_m,1.0
9622,ital_veggie_s,1.0
9211,cali_ckn_l,1.0
17219,pep_msh_pep_s,1.0
16939,ital_cpcllo_l,1.0
16915,green_garden_s,1.0
6278,cali_ckn_l,1.0
344,ital_cpcllo_m,1.0
11532,spicy_ital_s,1.0
9144,bbq_ckn_m,1.0
10974,classic_dlx_s,1.0
19569,peppr_salami_s,1.0
15177,cali_ckn_l,1.0
20328,bbq_ckn_l,1.0
6044,southw_ckn_l,1.0
4334,peppr_salami_l,1.0
15148,ital_supr_m,1.0
4672,veggie_veg_m,1.0
6223,ital_supr_l,1.0
1779,calabrese_m,1.0
14976,peppr_salami_l,1.0
18223,southw_ckn_s,1.0
15438,bbq_ckn_m,1.0
14980,thai_ckn_l,1.0
20054,cali_ckn_s,1.0
10537,four_cheese_m,1.0
1965,five_cheese_l,1.0
988,ital_veggie_l,1.0
9320,veggie_veg_l,1.0
11121,spicy_ital_l,1.0
15875,spinach_supr_s,1.0
12099,napolitana_s,1.0
15879,classic_dlx_m,1.0
6744,spicy_ital_s,1.0
13341,the_greek_l,1.0
13104,ital_veggie_l,1.0
12674,mediterraneo_l,1.0
11062,five_cheese_l,1.0
568,mexicana_l,1.0
18286,the_greek_l,1.0
12812,ckn_pesto_l,1.0
12363,hawaiian_s,1.0
6989,southw_ckn_l,1.0
10487,spinach_fet_l,1.0
15849,soppressata_m,1.0
19074,ital_supr_m,1.0
19005,veggie_veg_s,1.0
5085,veggie_veg_s,1.0
13370,southw_ckn_m,1.0
18891,classic_dlx_s,1.0
18514,ital_supr_l,1.0
18084,calabrese_m,1.0
16257,pepperoni_s,1.0
9283,napolitana_s,1.0
6781,green_garden_m,1.0
12224,veggie_veg_l,1.0
14281,ckn_pesto_l,1.0
3077,thai_ckn_l,1.0
19764,pepperoni_m,1.0
18530,bbq_ckn_l,1.0
2298,thai_ckn_l,1.0
363,mediterraneo_l,1.0
18457,napolitana_l,1.0
946,cali_ckn_s,1.0
7797,bbq_ckn_l,1.0
11414,cali_ckn_s,1.0
8990,hawaiian_m,1.0
2612,napolitana_l,1.0
11767,five_cheese_l,1.0
18195,ckn_alfredo_m,1.0
11074,green_garden_l,1.0
1209,four_cheese_l,2.0
14516,soppressata_l,1.0
20937,thai_ckn_l,1.0
12257,mexicana_l,1.0
6722,pepperoni_l,1.0
15083,green_garden_s,1.0
7123,thai_ckn_l,1.0
2576,big_meat_s,1.0
3486,green_garden_s,1.0
9064,spinach_fet_l,1.0
7186,spicy_ital_s,1.0
18810,pepperoni_m,1.0
9944,mediterraneo_s,1.0
17421,brie_carre_s,1.0
18417,pepperoni_s,1.0
9532,ital_supr_m,1.0
2033,spin_pesto_s,1.0
10978,sicilian_l,1.0
15215,five_cheese_l,1.0
13245,cali_ckn_l,1.0
11218,southw_ckn_l,1.0
6508,mexicana_m,1.0
1208,ital_cpcllo_s,1.0
8649,veggie_veg_s,1.0
9489,hawaiian_s,1.0
13346,thai_ckn_m,1.0
18804,ckn_pesto_l,1.0
15193,ital_supr_l,1.0
20005,big_meat_s,1.0
17788,pep_msh_pep_l,1.0
11753,thai_ckn_l,1.0
5077,napolitana_m,1.0
16001,pepperoni_l,1.0
15671,cali_ckn_m,1.0
6887,hawaiian_s,1.0
6062,bbq_ckn_m,1.0
15822,spicy_ital_l,1.0
10420,ital_veggie_m,1.0
15970,prsc_argla_s,1.0
552,ital_supr_l,1.0
10630,southw_ckn_s,1.0
4974,hawaiian_l,1.0
12443,green_garden_s,1.0
8612,prsc_argla_m,1.0
2951,five_cheese_l,1.0
522,the_greek_m,1.0
15354,ital_supr_m,1.0
13716,pepperoni_s,1.0
4040,napolitana_l,1.0
8957,ckn_alfredo_l,1.0
6857,bbq_ckn_l,1.0
19690,peppr_salami_l,1.0
536,brie_carre_s,1.0
6768,veggie_veg_l,1.0
16829,thai_ckn_l,1.0
1396,ckn_pesto_s,1.0
7992,southw_ckn_s,1.0
8114,pep_msh_pep_s,1.0
14414,spinach_fet_m,1.0
18903,cali_ckn_m,1.0
3456,southw_ckn_l,1.0
19839,prsc_argla_m,1.0
18452,southw_ckn_s,1.0
16167,big_meat_s,2.0
18153,big_meat_s,1.0
13084,sicilian_s,1.0
8625,pepperoni_l,1.0
16523,four_cheese_l,1.0
13968,pepperoni_l,1.0
3371,ital_cpcllo_m,1.0
89,soppressata_l,1.0
20860,southw_ckn_l,1.0
1206,sicilian_s,1.0
19013,spicy_ital_l,1.0
20865,ital_supr_l,1.0
2779,classic_dlx_m,1.0
16079,southw_ckn_l,1.0
9694,peppr_salami_s,1.0
20354,classic_dlx_l,1.0
18648,the_greek_l,1.0
154,prsc_argla_s,1.0
19897,the_greek_xl,1.0
15843,cali_ckn_m,1.0
7795,prsc_argla_l,1.0
16476,big_meat_s,1.0
3841,southw_ckn_l,1.0
19132,spicy_ital_s,1.0
9906,napolitana_s,1.0
18841,cali_ckn_m,1.0
8260,five_cheese_l,1.0
5882,ckn_pesto_l,1.0
18353,sicilian_s,1.0
15661,mediterraneo_s,1.0
57,classic_dlx_m,1.0
18677,southw_ckn_l,1.0
13005,four_cheese_m,1.0
11306,ital_supr_l,1.0
17997,spicy_ital_l,1.0
8109,thai_ckn_m,1.0
17436,mexicana_m,1.0
12257,thai_ckn_l,1.0
7205,mediterraneo_l,1.0
1641,pepperoni_l,1.0
5986,spinach_supr_l,1.0
18478,ital_supr_m,2.0
3697,green_garden_m,1.0
4917,classic_dlx_m,1.0
12062,four_cheese_l,1.0
19674,five_cheese_l,1.0
350,spicy_ital_s,1.0
14851,bbq_ckn_m,1.0
7033,spinach_fet_m,1.0
3896,five_cheese_l,1.0
5161,soppressata_l,1.0
5107,pepperoni_s,1.0
12295,napolitana_m,1.0
3281,spinach_supr_s,1.0
4354,spin_pesto_s,1.0
3334,four_cheese_l,1.0
14398,sicilian_m,1.0
1999,ital_veggie_m,1.0
92,spinach_supr_s,1.0
10495,classic_dlx_m,1.0
2512,hawaiian_s,1.0
18106,mexicana_l,1.0
7268,pep_msh_pep_s,1.0
8605,hawaiian_m,1.0
10812,prsc_argla_l,1.0
19659,pepperoni_m,1.0
16715,peppr_salami_m,1.0
645,bbq_ckn_m,1.0
7119,napolitana_m,1.0
13099,hawaiian_m,1.0
12931,ital_supr_m,1.0
16536,ckn_pesto_l,2.0
4664,ital_supr_m,1.0
12517,prsc_argla_m,1.0
6158,pepperoni_m,1.0
9876,spicy_ital_l,1.0
8583,spinach_fet_s,1.0
14849,sicilian_s,1.0
15901,sicilian_l,1.0
1812,veggie_veg_l,1.0
2609,ital_veggie_l,1.0
9931,pep_msh_pep_m,1.0
16730,thai_ckn_m,1.0
7781,southw_ckn_s,1.0
8691,spicy_ital_l,1.0
7845,spin_pesto_s,1.0
9634,the_greek_s,1.0
18766,ckn_alfredo_l,1.0
3753,five_cheese_l,1.0
10897,classic_dlx_m,1.0
14109,five_cheese_l,1.0
1750,bbq_ckn_l,1.0
2418,soppressata_m,1.0
9264,calabrese_m,1.0
1132,five_cheese_l,1.0
14611,thai_ckn_l,1.0
17391,peppr_salami_l,1.0
17962,bbq_ckn_m,1.0
16738,cali_ckn_m,1.0
14959,big_meat_s,1.0
12542,the_greek_xl,1.0
14666,spin_pesto_l,1.0
12591,southw_ckn_l,1.0
18000,four_cheese_m,1.0
20992,veggie_veg_m,1.0
20411,bbq_ckn_l,1.0
6149,cali_ckn_m,1.0
15705,soppressata_m,1.0
7921,pepperoni_l,1.0
17670,peppr_salami_m,1.0
3605,hawaiian_s,1.0
1946,mediterraneo_s,2.0
10722,ital_supr_m,1.0
8904,sicilian_s,1.0
12704,big_meat_s,1.0
5926,the_greek_m,1.0
13654,spin_pesto_m,1.0
6675,four_cheese_l,1.0
21179,five_cheese_l,1.0
7500,pepperoni_s,1.0
298,cali_ckn_m,1.0
17343,peppr_salami_l,2.0
1970,bbq_ckn_s,1.0
20310,ital_veggie_m,1.0
3843,bbq_ckn_m,1.0
20842,ckn_pesto_l,1.0
6723,spicy_ital_m,1.0
9936,spinach_supr_s,1.0
10667,big_meat_s,1.0
21173,four_cheese_m,1.0
11658,spinach_fet_s,1.0
11284,soppressata_l,2.0
12537,sicilian_s,1.0
17691,ital_supr_l,1.0
6657,four_cheese_l,1.0
11797,cali_ckn_s,1.0
8442,cali_ckn_l,1.0
16827,pepperoni_l,1.0
1705,mexicana_m,1.0
13506,southw_ckn_l,1.0
16353,hawaiian_l,1.0
46,thai_ckn_m,1.0
17388,the_greek_xl,1.0
3694,calabrese_m,1.0
5625,ckn_alfredo_m,1.0
2341,ital_supr_l,1.0
11095,classic_dlx_l,1.0
14997,five_cheese_l,1.0
13491,four_cheese_l,1.0
9163,pepperoni_l,1.0
11265,pepperoni_s,1.0
9102,ital_supr_l,1.0
6811,cali_ckn_l,1.0
9121,pep_msh_pep_s,1.0
14169,green_garden_m,1.0
9239,classic_dlx_m,1.0
16279,hawaiian_s,1.0
16200,classic_dlx_m,2.0
8591,spicy_ital_l,1.0
21332,cali_ckn_s,1.0
10450,mexicana_m,1.0
11252,veggie_veg_l,1.0
3887,spin_pesto_l,1.0
16395,the_greek_xl,1.0
8089,spicy_ital_m,1.0
17875,ckn_alfredo_m,1.0
4474,ital_supr_m,1.0
20588,mexicana_l,1.0
13539,bbq_ckn_m,1.0
5668,ital_supr_m,1.0
11028,five_cheese_l,1.0
7533,classic_dlx_l,1.0
20974,mediterraneo_m,1.0
10347,spicy_ital_l,1.0
9645,peppr_salami_l,1.0
14256,spinach_fet_l,1.0
20551,peppr_salami_s,1.0
9989,classic_dlx_s,1.0
15213,five_cheese_l,1.0
7222,prsc_argla_l,1.0
19564,cali_ckn_l,1.0
7496,bbq_ckn_l,1.0
9415,hawaiian_s,1.0
21115,big_meat_s,1.0
9712,soppressata_l,1.0
3914,thai_ckn_l,1.0
8486,veggie_veg_l,1.0
12726,classic_dlx_m,1.0
5836,mediterraneo_s,1.0
6222,five_cheese_l,1.0
15279,napolitana_s,1.0
11880,prsc_argla_l,1.0
9558,spicy_ital_m,1.0
19706,sicilian_s,1.0
1952,mexicana_l,1.0
9028,cali_ckn_m,1.0
11976,spicy_ital_s,1.0
1851,soppressata_m,1.0
6800,mediterraneo_m,1.0
10934,cali_ckn_s,1.0
16004,sicilian_l,1.0
16683,spin_pesto_m,1.0
16740,ital_supr_s,1.0
77,bbq_ckn_m,1.0
360,hawaiian_s,1.0
14863,classic_dlx_m,1.0
14186,brie_carre_s,1.0
1985,prsc_argla_s,1.0
2162,classic_dlx_s,1.0
4310,hawaiian_l,1.0
9922,spinach_supr_l,1.0
14151,four_cheese_l,1.0
11134,thai_ckn_s,1.0
11066,calabrese_l,1.0
190,bbq_ckn_l,1.0
7307,classic_dlx_m,1.0
12466,peppr_salami_l,1.0
15259,bbq_ckn_s,1.0
161,the_greek_xl,1.0
5579,green_garden_s,1.0
15529,bbq_ckn_l,1.0
16866,ital_cpcllo_l,1.0
3622,the_greek_xl,1.0
20069,hawaiian_l,1.0
4597,brie_carre_s,1.0
13713,peppr_salami_m,1.0
3394,veggie_veg_l,1.0
10893,five_cheese_l,1.0
2815,big_meat_s,1.0
9587,ital_cpcllo_m,1.0
14781,big_meat_s,1.0
20011,five_cheese_l,1.0
8330,pepperoni_s,1.0
15139,ital_supr_l,1.0
801,thai_ckn_l,1.0
8597,four_cheese_m,1.0
641,pepperoni_m,1.0
4422,thai_ckn_m,1.0
16576,veggie_veg_s,2.0
2206,big_meat_s,1.0
1569,brie_carre_s,1.0
11388,ckn_alfredo_m,1.0
13187,ital_supr_l,1.0
11487,thai_ckn_l,1.0
5305,ckn_alfredo_m,1.0
13001,ckn_pesto_m,1.0
11011,spicy_ital_l,1.0
14400,peppr_salami_s,1.0
9647,prsc_argla_s,1.0
4253,thai_ckn_m,1.0
2273,calabrese_s,1.0
20867,classic_dlx_l,1.0
14751,hawaiian_l,1.0
7035,ital_cpcllo_l,1.0
16292,bbq_ckn_l,1.0
11506,ckn_pesto_l,1.0
117,sicilian_l,1.0
13123,peppr_salami_l,1.0
9575,hawaiian_s,1.0
8123,bbq_ckn_m,1.0
2547,mexicana_l,1.0
12793,classic_dlx_l,1.0
7156,spinach_fet_m,1.0
2690,pep_msh_pep_s,1.0
15386,prsc_argla_m,1.0
18850,classic_dlx_l,1.0
18035,sicilian_l,1.0
6102,spinach_supr_l,1.0
19827,cali_ckn_l,1.0
2184,classic_dlx_m,1.0
8328,classic_dlx_l,1.0
13216,spinach_supr_l,1.0
2052,sicilian_s,1.0
13179,ital_supr_m,1.0
2778,green_garden_s,1.0
16236,spicy_ital_s,1.0
12882,spinach_fet_m,1.0
16271,mediterraneo_l,1.0
4993,soppressata_s,1.0
4303,cali_ckn_m,1.0
16216,bbq_ckn_m,1.0
4186,prsc_argla_l,1.0
2797,veggie_veg_m,1.0
20990,ckn_alfredo_m,1.0
7014,big_meat_s,1.0
5763,big_meat_s,1.0
18666,hawaiian_s,1.0
16617,four_cheese_l,1.0
3449,pepperoni_m,2.0
4356,cali_ckn_m,1.0
20901,ital_veggie_s,1.0
10735,five_cheese_l,1.0
12472,mediterraneo_l,1.0
10484,hawaiian_s,1.0
3546,hawaiian_s,1.0
14798,spin_pesto_s,1.0
5320,bbq_ckn_l,1.0
6361,spinach_fet_s,1.0
3455,green_garden_s,1.0
12507,classic_dlx_m,1.0
21278,ital_cpcllo_s,1.0
20146,soppressata_s,1.0
11354,green_garden_s,1.0
6152,bbq_ckn_l,1.0
2630,thai_ckn_l,1.0
19780,thai_ckn_s,1.0
13185,thai_ckn_s,1.0
10760,big_meat_s,2.0
6488,pep_msh_pep_m,1.0
4620,peppr_salami_s,1.0
16529,napolitana_m,1.0
14915,peppr_salami_l,1.0
7208,hawaiian_m,1.0
9532,veggie_veg_s,1.0
5975,spinach_fet_m,1.0
1737,ckn_alfredo_m,1.0
756,ckn_pesto_s,1.0
19930,southw_ckn_l,1.0
3503,hawaiian_s,1.0
9997,four_cheese_l,1.0
19048,hawaiian_m,1.0
5974,sicilian_s,1.0
4252,five_cheese_l,1.0
19874,pep_msh_pep_s,1.0
3349,pep_msh_pep_s,1.0
8290,cali_ckn_m,1.0
3973,thai_ckn_l,1.0
11295,calabrese_m,1.0
9718,pepperoni_m,1.0
10069,ital_veggie_m,1.0
10873,ckn_alfredo_s,1.0
20850,napolitana_l,1.0
19018,mexicana_s,1.0
12304,sicilian_m,1.0
18540,spinach_fet_m,1.0
1818,napolitana_l,1.0
7783,thai_ckn_l,1.0
11450,ckn_alfredo_m,1.0
6701,sicilian_s,2.0
6463,pepperoni_m,1.0
4147,ital_cpcllo_l,1.0
4406,sicilian_s,1.0
1218,spinach_fet_s,1.0
19102,bbq_ckn_m,1.0
2938,ital_supr_m,1.0
11562,thai_ckn_l,1.0
14583,mediterraneo_l,1.0
3309,peppr_salami_l,1.0
14482,big_meat_s,1.0
17287,five_cheese_l,1.0
5665,ital_cpcllo_s,1.0
12259,big_meat_s,1.0
7525,thai_ckn_l,1.0
260,five_cheese_l,1.0
3556,bbq_ckn_l,1.0
16785,ital_veggie_m,1.0
4864,spin_pesto_s,1.0
11235,southw_ckn_s,1.0
12652,big_meat_s,1.0
7288,bbq_ckn_m,1.0
19878,veggie_veg_s,1.0
5285,southw_ckn_l,1.0
982,four_cheese_l,1.0
5722,southw_ckn_s,1.0
2094,hawaiian_s,1.0
3794,the_greek_s,1.0
1016,cali_ckn_m,1.0
13709,spinach_fet_l,1.0
20445,classic_dlx_m,1.0
5427,pep_msh_pep_s,1.0
14781,pep_msh_pep_l,1.0
7160,peppr_salami_s,1.0
6806,spinach_fet_m,1.0
10068,green_garden_l,1.0
92,ital_supr_m,1.0
15099,veggie_veg_m,1.0
8119,pepperoni_l,1.0
19332,peppr_salami_s,1.0
16876,prsc_argla_l,1.0
7769,soppressata_l,1.0
8807,mexicana_m,1.0
12787,sicilian_s,1.0
19222,spinach_fet_s,1.0
18292,spicy_ital_l,1.0
4479,big_meat_s,1.0
18147,southw_ckn_l,1.0
15801,hawaiian_s,1.0
13194,spin_pesto_s,1.0
12998,thai_ckn_l,1.0
2047,spinach_fet_l,1.0
20693,ital_supr_l,1.0
13480,pep_msh_pep_l,1.0
18201,cali_ckn_l,1.0
7646,spinach_supr_s,1.0
15271,hawaiian_l,1.0
4349,napolitana_l,1.0
12272,pepperoni_m,1.0
17679,ckn_pesto_s,1.0
9246,big_meat_s,1.0
20469,sicilian_s,1.0
5638,thai_ckn_l,1.0
13417,spin_pesto_l,1.0
19919,spin_pesto_s,1.0
3895,big_meat_s,1.0
8219,thai_ckn_m,1.0
9985,peppr_salami_l,1.0
11387,the_greek_s,1.0
15984,pepperoni_m,1.0
17348,calabrese_m,1.0
17948,pepperoni_m,1.0
10482,peppr_salami_s,1.0
13858,cali_ckn_s,1.0
1627,bbq_ckn_l,1.0
20963,prsc_argla_s,1.0
2999,calabrese_l,1.0
17779,prsc_argla_l,1.0
20128,calabrese_m,1.0
757,veggie_veg_m,1.0
8776,green_garden_m,1.0
670,ital_cpcllo_s,1.0
6026,soppressata_s,1.0
18155,mexicana_l,1.0
15615,spicy_ital_l,1.0
3101,calabrese_l,1.0
9012,mexicana_s,1.0
3015,bbq_ckn_m,1.0
11741,thai_ckn_s,1.0
2548,bbq_ckn_l,1.0
6394,soppressata_l,1.0
12777,calabrese_m,1.0
7108,pep_msh_pep_m,1.0
12003,ital_cpcllo_m,2.0
5549,peppr_salami_l,1.0
6601,spinach_supr_m,1.0
11975,ital_supr_l,1.0
2829,ckn_pesto_s,1.0
14195,five_cheese_l,1.0
4928,ital_cpcllo_s,1.0
4582,sicilian_m,1.0
797,prsc_argla_m,1.0
8064,pepperoni_m,1.0
6597,sicilian_m,1.0
6581,calabrese_s,1.0
12050,peppr_salami_l,1.0
1458,napolitana_m,1.0
15958,ckn_alfredo_s,1.0
14347,sicilian_m,1.0
12829,southw_ckn_l,1.0
16854,ital_cpcllo_m,1.0
5896,ital_cpcllo_s,1.0
11801,thai_ckn_l,1.0
4373,big_meat_s,1.0
3201,veggie_veg_l,1.0
11981,ckn_alfredo_m,1.0
18537,spinach_fet_m,1.0
8816,bbq_ckn_m,1.0
3978,thai_ckn_m,1.0
682,ital_supr_l,1.0
5417,spinach_supr_s,1.0
9257,ital_supr_m,1.0
5386,big_meat_s,1.0
14062,four_cheese_l,1.0
5315,ital_supr_m,1.0
13215,big_meat_s,1.0
15330,soppressata_s,1.0
20813,sicilian_m,1.0
9408,southw_ckn_l,1.0
6317,pepperoni_s,1.0
1089,big_meat_s,1.0
3322,spicy_ital_l,1.0
13526,hawaiian_m,1.0
3103,bbq_ckn_m,1.0
19839,calabrese_m,1.0
21256,spin_pesto_m,1.0
20536,southw_ckn_m,1.0
5742,spinach_fet_m,1.0
8170,thai_ckn_l,1.0
7183,thai_ckn_m,1.0
17539,green_garden_m,1.0
10598,bbq_ckn_l,1.0
1965,ital_cpcllo_s,1.0
12280,soppressata_l,1.0
15061,napolitana_s,1.0
8545,classic_dlx_l,1.0
18150,hawaiian_s,1.0
17017,thai_ckn_l,1.0
5446,thai_ckn_l,1.0
15252,hawaiian_l,1.0
1511,five_cheese_l,1.0
15097,big_meat_s,1.0
3417,cali_ckn_m,1.0
7348,spicy_ital_l,1.0
1940,veggie_veg_l,1.0
10387,hawaiian_l,1.0
6002,spicy_ital_l,1.0
8558,bbq_ckn_s,1.0
179,sicilian_m,1.0
14728,cali_ckn_l,1.0
11050,cali_ckn_l,1.0
9579,green_garden_s,1.0
1653,big_meat_s,1.0
2865,green_garden_m,1.0
16484,pepperoni_m,1.0
2916,hawaiian_l,1.0
8744,classic_dlx_l,1.0
7123,spinach_supr_l,1.0
8548,napolitana_s,1.0
17274,soppressata_s,1.0
17722,pep_msh_pep_l,1.0
14955,classic_dlx_m,1.0
4192,soppressata_s,1.0
4244,ital_supr_m,1.0
18279,ckn_pesto_m,1.0
12754,thai_ckn_l,1.0
20935,bbq_ckn_l,1.0
11784,pepperoni_l,1.0
2993,ital_veggie_l,1.0
5469,calabrese_m,1.0
15738,southw_ckn_l,1.0
7249,hawaiian_s,1.0
801,napolitana_l,1.0
3172,bbq_ckn_l,1.0
11024,ital_veggie_m,1.0
4871,ital_cpcllo_s,1.0
10226,green_garden_m,1.0
20169,napolitana_l,2.0
15755,thai_ckn_l,1.0
17013,thai_ckn_l,1.0
12062,bbq_ckn_m,1.0
7162,bbq_ckn_l,1.0
18114,hawaiian_l,1.0
9081,bbq_ckn_s,1.0
13042,cali_ckn_m,1.0
18232,prsc_argla_m,1.0
18929,mediterraneo_l,1.0
15243,big_meat_s,1.0
13663,spin_pesto_s,1.0
9396,spin_pesto_s,1.0
11336,five_cheese_l,1.0
19636,mexicana_m,1.0
12215,big_meat_s,1.0
20626,veggie_veg_l,1.0
19586,hawaiian_l,1.0
10765,bbq_ckn_m,1.0
3710,ital_veggie_s,1.0
16225,five_cheese_l,1.0
18477,mexicana_s,1.0
16077,bbq_ckn_l,1.0
19057,ital_cpcllo_l,1.0
8413,five_cheese_l,1.0
16206,four_cheese_l,1.0
10112,mediterraneo_m,1.0
3355,pep_msh_pep_l,1.0
7656,hawaiian_s,1.0
2620,ital_cpcllo_s,1.0
19528,mediterraneo_s,1.0
19200,spicy_ital_l,1.0
8893,pepperoni_l,1.0
2023,four_cheese_l,1.0
17112,spinach_fet_s,1.0
5954,pep_msh_pep_m,1.0
7905,southw_ckn_s,1.0
11614,pepperoni_s,1.0
5387,cali_ckn_m,1.0
4186,cali_ckn_m,1.0
18707,sicilian_s,1.0
4025,ckn_alfredo_m,1.0
19813,veggie_veg_m,1.0
11941,veggie_veg_s,1.0
5736,bbq_ckn_s,1.0
12230,calabrese_m,1.0
13227,prsc_argla_l,1.0
16283,mexicana_l,2.0
12627,spicy_ital_m,1.0
13698,spinach_fet_l,1.0
11277,ital_supr_m,1.0
2606,cali_ckn_m,1.0
4276,ital_supr_m,1.0
19325,four_cheese_l,1.0
4460,big_meat_s,1.0
5758,pepperoni_m,1.0
20853,ital_cpcllo_s,1.0
5129,mediterraneo_m,1.0
1613,ital_cpcllo_m,1.0
10825,ital_cpcllo_l,1.0
16074,green_garden_s,1.0
19099,thai_ckn_l,1.0
6363,peppr_salami_l,1.0
6822,spin_pesto_s,1.0
696,spicy_ital_s,1.0
10518,pepperoni_s,1.0
3961,spicy_ital_l,1.0
13794,ital_cpcllo_l,1.0
19717,cali_ckn_l,1.0
17760,five_cheese_l,1.0
16755,napolitana_l,1.0
8539,southw_ckn_l,1.0
5137,cali_ckn_m,1.0
13723,prsc_argla_m,1.0
15303,big_meat_s,1.0
12369,five_cheese_l,2.0
11674,southw_ckn_s,1.0
20230,cali_ckn_s,1.0
16907,southw_ckn_l,1.0
15398,mexicana_l,1.0
3365,four_cheese_l,1.0
4051,big_meat_s,1.0
20193,four_cheese_l,1.0
4290,spinach_fet_l,1.0
9932,the_greek_l,1.0
3994,mexicana_l,1.0
1478,pepperoni_l,1.0
6842,napolitana_m,1.0
17943,mexicana_l,1.0
5450,spinach_fet_s,1.0
17809,green_garden_m,1.0
8952,spinach_fet_m,1.0
15403,green_garden_s,1.0
5245,prsc_argla_m,1.0
3873,ital_veggie_l,1.0
3029,prsc_argla_l,1.0
8018,southw_ckn_l,1.0
10931,spinach_fet_s,1.0
1923,classic_dlx_m,1.0
14014,calabrese_l,1.0
10593,spicy_ital_l,1.0
19503,southw_ckn_s,1.0
15496,classic_dlx_s,1.0
15235,southw_ckn_s,1.0
14017,cali_ckn_l,1.0
1358,cali_ckn_l,1.0
15990,thai_ckn_l,1.0
8367,bbq_ckn_l,1.0
12906,big_meat_s,1.0
6618,calabrese_m,1.0
14184,green_garden_m,1.0
14675,four_cheese_l,1.0
18817,bbq_ckn_s,1.0
2054,four_cheese_l,2.0
2923,veggie_veg_m,1.0
5348,four_cheese_l,1.0
13128,brie_carre_s,1.0
7816,cali_ckn_m,1.0
10467,calabrese_l,1.0
17182,hawaiian_l,1.0
11832,four_cheese_l,2.0
1109,pep_msh_pep_l,1.0
10629,spin_pesto_s,1.0
2019,southw_ckn_l,1.0
2759,thai_ckn_l,1.0
19377,peppr_salami_s,1.0
9907,cali_ckn_s,1.0
10248,peppr_salami_l,1.0
19912,cali_ckn_l,1.0
6580,bbq_ckn_l,1.0
16941,bbq_ckn_m,1.0
3302,ckn_pesto_s,1.0
21328,soppressata_l,1.0
7524,peppr_salami_s,1.0
1533,bbq_ckn_l,1.0
